time_s,Ch01,Ch02,Ch03,Ch04,Ch05,Ch06,Ch07,Ch08,Ch09,Ch10,Ch11,Ch12
177.0000000,0.0100791,0.0074632,0.0098777,0.0100352,0.0067982,0.0100949,0.0101465,0.0076589,0.0065959,0.0099953,0.0099820,0.0100849
178.0000000,0.0098412,0.0073409,0.0099296,0.0102174,0.0070043,0.0099517,0.0097414,0.0074429,0.0066954,0.0100716,0.0099112,0.0097665
179.0000000,0.0101530,0.0075275,0.0101202,0.0100476,0.0066771,0.0100424,0.0099504,0.0075260,0.0068017,0.0101986,0.0098361,0.0099438
180.0000000,0.0098718,0.0076828,0.0101441,0.0099085,0.0070545,0.0100516,0.0098672,0.0074720,0.0066319,0.0099280,0.0099226,0.0099764
181.0000000,0.0097868,0.0074161,0.0101808,0.0100890,0.0067465,0.0100683,0.0096247,0.0075468,0.0069171,0.0099739,0.0099449,0.0099777
182.0000000,0.0100265,0.0073550,0.0100279,0.0097243,0.0068051,0.0098367,0.0100160,0.0073773,0.0068201,0.0099300,0.0098028,0.0097596
183.0000000,0.0098071,0.0077354,0.0101120,0.0101275,0.0067227,0.0099804,0.0098247,0.0074493,0.0065757,0.0097955,0.0097861,0.0099937
184.0000000,0.0098450,0.0074165,0.0099583,0.0100130,0.0068254,0.0099971,0.0101514,0.0074548,0.0067528,0.0102432,0.0100572,0.0100245
185.0000000,0.0100226,0.0074547,0.0100600,0.0100454,0.0064129,0.0098852,0.0100638,0.0074149,0.0065216,0.0101261,0.0100286,0.0099143
186.0000000,0.0098840,0.0076110,0.0098988,0.0097663,0.0066932,0.0100796,0.0099381,0.0075237,0.0066173,0.0100677,0.0098913,0.0100413
187.0000000,0.0098739,0.0074929,0.0099736,0.0098594,0.0066695,0.0100256,0.0098761,0.0074344,0.0064912,0.0097976,0.0099999,0.0102338
188.0000000,0.0100758,0.0076718,0.0098893,0.0098181,0.0065984,0.0100688,0.0099379,0.0075917,0.0065852,0.0099372,0.0099376,0.0098600
189.0000000,0.0101740,0.0074128,0.0098943,0.0102009,0.0065980,0.0099829,0.0097271,0.0075048,0.0064651,0.0100556,0.0097859,0.0098850
190.0000000,0.0101172,0.0073657,0.0100162,0.0102973,0.0066976,0.0100103,0.0098958,0.0074944,0.0064830,0.0099288,0.0099560,0.0099336
191.0000000,0.0101423,0.0075445,0.0098923,0.0097721,0.0066053,0.0102217,0.0101160,0.0072499,0.0065012,0.0101340,0.0099843,0.0097357
192.0000000,0.0097851,0.0075836,0.0100783,0.0098777,0.0068282,0.0102259,0.0099963,0.0073999,0.0066742,0.0101076,0.0100073,0.0098157
193.0000000,0.0101057,0.0073530,0.0099446,0.0100266,0.0066605,0.0101175,0.0100401,0.0073187,0.0063172,0.0097864,0.0098326,0.0100244
194.0000000,0.0100057,0.0071415,0.0099487,0.0098263,0.0068379,0.0099323,0.0100583,0.0076072,0.0066471,0.0096251,0.0102222,0.0100829
195.0000000,0.0099002,0.0072359,0.0100000,0.0098445,0.0062548,0.0101624,0.0098232,0.0073055,0.0065628,0.0100038,0.0100649,0.0099006
196.0000000,0.0099625,0.0071435,0.0097686,0.0099696,0.0067610,0.0102590,0.0101927,0.0073764,0.0064241,0.0100924,0.0101044,0.0096493
197.0000000,0.0099504,0.0072838,0.0100563,0.0100722,0.0066810,0.0101878,0.0100233,0.0071408,0.0064541,0.0099469,0.0102204,0.0096631
198.0000000,0.0098505,0.0073312,0.0100138,0.0101449,0.0062777,0.0100998,0.0101396,0.0075076,0.0068369,0.0103015,0.0096437,0.0098303
199.0000000,0.0097154,0.0072250,0.0100423,0.0101674,0.0064456,0.0100062,0.0100265,0.0071708,0.0063809,0.0098488,0.0098432,0.0099659
200.0000000,0.0100635,0.0075207,0.0100672,0.0100594,0.0064312,0.0099738,0.0100102,0.0075260,0.0064341,0.0100195,0.0099121,0.0100047
201.0000000,0.0100463,0.0072672,0.0102717,0.0098094,0.0062439,0.0097098,0.0097770,0.0071268,0.0064372,0.0102700,0.0098483,0.0100887
202.0000000,0.0102074,0.0074603,0.0099049,0.0100439,0.0065479,0.0101370,0.0099712,0.0073299,0.0062828,0.0101520,0.0101487,0.0100540
203.0000000,0.0101789,0.0071894,0.0101476,0.0097075,0.0063875,0.0097463,0.0097392,0.0073375,0.0062209,0.0100239,0.0102575,0.0100479
204.0000000,0.0100358,0.0072311,0.0097617,0.0101138,0.0066962,0.0098399,0.0099655,0.0072240,0.0064244,0.0098378,0.0101109,0.0097948
205.0000000,0.0101357,0.0074512,0.0101053,0.0096853,0.0062228,0.0101214,0.0100581,0.0074052,0.0059974,0.0097682,0.0100004,0.0097388
206.0000000,0.0102390,0.0070715,0.0100162,0.0102628,0.0064195,0.0101569,0.0100715,0.0071671,0.0063072,0.0098779,0.0101356,0.0099209
207.0000000,0.0099040,0.0069882,0.0100738,0.0104160,0.0064478,0.0098821,0.0098959,0.0074444,0.0062631,0.0100226,0.0100345,0.0100350
208.0000000,0.0099689,0.0070695,0.0101539,0.0100272,0.0066569,0.0100299,0.0097616,0.0070134,0.0063423,0.0100735,0.0100372,0.0100027
209.0000000,0.0100487,0.0072880,0.0103123,0.0100990,0.0061171,0.0098289,0.0102091,0.0073262,0.0064244,0.0099787,0.0100066,0.0096824
210.0000000,0.0098046,0.0070731,0.0101653,0.0101176,0.0064283,0.0101565,0.0099043,0.0071387,0.0064499,0.0100234,0.0100995,0.0098752
211.0000000,0.0098457,0.0071884,0.0098676,0.0098770,0.0065831,0.0097889,0.0099734,0.0070144,0.0064785,0.0099792,0.0101898,0.0100338
212.0000000,0.0101076,0.0073430,0.0098141,0.0100457,0.0063643,0.0098909,0.0100344,0.0075146,0.0063680,0.0101158,0.0097723,0.0099496
213.0000000,0.0099438,0.0072310,0.0101148,0.0101832,0.0063378,0.0101132,0.0097827,0.0072036,0.0061540,0.0102003,0.0099987,0.0101118
214.0000000,0.0100764,0.0070907,0.0100303,0.0100195,0.0064004,0.0099936,0.0100042,0.0072880,0.0063328,0.0099646,0.0097574,0.0099346
215.0000000,0.0099913,0.0074232,0.0100420,0.0101128,0.0061458,0.0101502,0.0100701,0.0069645,0.0062483,0.0099677,0.0101740,0.0103149
216.0000000,0.0101936,0.0073355,0.0098127,0.0101232,0.0062486,0.0099101,0.0100403,0.0071614,0.0061687,0.0098294,0.0101846,0.0101755
217.0000000,0.0100497,0.0073403,0.0099478,0.0098689,0.0063101,0.0098740,0.0099197,0.0071587,0.0061992,0.0098118,0.0100548,0.0097815
218.0000000,0.0100286,0.0071840,0.0099501,0.0098813,0.0061836,0.0099381,0.0100183,0.0070437,0.0063457,0.0100004,0.0097940,0.0099950
219.0000000,0.0099671,0.0071837,0.0097638,0.0099363,0.0062741,0.0101746,0.0102738,0.0069482,0.0062542,0.0100781,0.0100455,0.0100346
220.0000000,0.0098550,0.0070515,0.0100595,0.0099438,0.0061306,0.0102378,0.0100573,0.0070962,0.0062928,0.0101531,0.0097992,0.0099310
221.0000000,0.0097766,0.0072401,0.0100222,0.0100123,0.0060023,0.0098530,0.0101695,0.0070875,0.0061675,0.0102380,0.0098496,0.0100629
222.0000000,0.0104089,0.0072194,0.0097022,0.0098983,0.0061491,0.0100435,0.0100066,0.0073379,0.0060278,0.0095951,0.0098777,0.0102276
223.0000000,0.0100561,0.0071410,0.0099497,0.0100053,0.0061452,0.0099426,0.0100203,0.0070849,0.0061845,0.0100734,0.0100310,0.0100480
224.0000000,0.0101633,0.0069467,0.0102656,0.0102766,0.0064109,0.0100550,0.0102185,0.0070829,0.0059458,0.0100912,0.0101149,0.0100412
225.0000000,0.0098763,0.0071472,0.0101780,0.0100096,0.0062351,0.0101902,0.0097834,0.0073046,0.0062751,0.0100182,0.0100269,0.0097731
226.0000000,0.0100794,0.0069018,0.0101022,0.0102579,0.0060453,0.0099780,0.0100505,0.0070740,0.0059558,0.0097337,0.0101206,0.0101808
227.0000000,0.0100662,0.0070901,0.0101987,0.0101100,0.0059315,0.0102286,0.0100462,0.0071152,0.0059962,0.0099173,0.0099291,0.0101170
228.0000000,0.0098794,0.0069015,0.0098961,0.0102589,0.0061517,0.0098212,0.0100560,0.0068218,0.0060305,0.0101893,0.0097736,0.0101016
229.0000000,0.0103118,0.0068145,0.0102738,0.0098863,0.0061112,0.0098182,0.0099412,0.0072422,0.0061776,0.0100511,0.0101258,0.0096636
230.0000000,0.0102329,0.0071112,0.0101230,0.0100934,0.0059826,0.0099261,0.0098431,0.0066819,0.0058843,0.0098931,0.0098461,0.0097290
231.0000000,0.0099850,0.0069010,0.0101219,0.0101517,0.0062696,0.0101001,0.0100939,0.0069985,0.0060471,0.0102569,0.0100066,0.0100595
232.0000000,0.0101768,0.0067961,0.0098231,0.0100538,0.0060210,0.0099145,0.0099547,0.0068007,0.0060967,0.0099040,0.0101284,0.0100060
233.0000000,0.0101871,0.0070111,0.0098663,0.0098706,0.0058169,0.0099799,0.0100304,0.0073126,0.0062147,0.0100550,0.0099923,0.0099258
234.0000000,0.0100979,0.0071918,0.0101110,0.0099095,0.0061169,0.0101870,0.0100989,0.0071936,0.0059683,0.0099312,0.0100936,0.0098536
235.0000000,0.0100905,0.0070522,0.0101221,0.0099079,0.0062137,0.0098595,0.0100405,0.0069381,0.0059157,0.0098764,0.0099453,0.0101606
236.0000000,0.0100312,0.0070550,0.0101647,0.0099757,0.0059576,0.0100206,0.0102736,0.0071194,0.0059559,0.0102291,0.0100387,0.0096634
237.0000000,0.0100110,0.0068300,0.0101959,0.0099967,0.0060844,0.0101127,0.0101350,0.0070408,0.0060906,0.0098064,0.0101125,0.0102457
238.0000000,0.0097942,0.0070263,0.0099343,0.0100010,0.0057985,0.0102582,0.0099944,0.0069191,0.0062100,0.0099185,0.0100690,0.0099048
239.0000000,0.0099457,0.0067796,0.0099973,0.0103132,0.0060117,0.0101602,0.0100190,0.0071163,0.0060284,0.0099756,0.0098544,0.0102520
240.0000000,0.0100794,0.0067396,0.0102386,0.0100529,0.0058161,0.0100713,0.0100562,0.0069692,0.0059767,0.0101119,0.0103727,0.0097457
241.0000000,0.0099724,0.0071704,0.0100924,0.0100928,0.0060614,0.0103034,0.0100423,0.0070261,0.0059021,0.0099221,0.0100944,0.0100743
242.0000000,0.0101754,0.0070159,0.0102183,0.0099466,0.0060006,0.0100198,0.0100217,0.0069433,0.0059101,0.0099324,0.0100469,0.0101346
243.0000000,0.0100247,0.0070998,0.0101415,0.0097176,0.0059695,0.0098031,0.0100911,0.0069484,0.0058182,0.0101784,0.0096893,0.0100997
244.0000000,0.0098844,0.0072850,0.0101676,0.0100710,0.0059065,0.0100803,0.0099122,0.0068544,0.0058845,0.0102664,0.0100607,0.0100740
245.0000000,0.0098224,0.0067743,0.0101109,0.0101626,0.0061582,0.0100015,0.0100032,0.0067705,0.0056406,0.0100328,0.0101524,0.0099324
246.0000000,0.0098710,0.0068273,0.0101569,0.0099283,0.0057863,0.0100895,0.0099753,0.0069063,0.0059613,0.0101982,0.0101602,0.0098507
247.0000000,0.0100045,0.0067067,0.0100633,0.0099440,0.0061672,0.0101048,0.0103868,0.0069818,0.0057483,0.0098990,0.0099424,0.0099991
248.0000000,0.0099778,0.0071822,0.0100472,0.0102415,0.0057809,0.0097167,0.0101435,0.0071066,0.0059066,0.0099785,0.0101023,0.0099342
249.0000000,0.0096019,0.0069569,0.0102264,0.0104964,0.0059133,0.0097327,0.0098908,0.0065996,0.0060357,0.0101118,0.0099137,0.0102035
250.0000000,0.0100913,0.0069570,0.0102412,0.0097775,0.0056379,0.0103048,0.0099648,0.0068407,0.0057627,0.0098719,0.0100875,0.0099863
251.0000000,0.0102488,0.0068817,0.0101293,0.0102501,0.0059125,0.0100433,0.0102295,0.0066845,0.0056847,0.0100839,0.0098680,0.0098481
252.0000000,0.0099059,0.0068352,0.0098844,0.0101453,0.0060264,0.0099443,0.0100792,0.0066332,0.0060170,0.0100879,0.0098351,0.0100147
253.0000000,0.0100798,0.0065784,0.0098772,0.0099342,0.0059801,0.0101974,0.0097538,0.0070764,0.0058484,0.0098934,0.0099673,0.0099383
254.0000000,0.0098943,0.0067497,0.0100275,0.0099005,0.0059107,0.0100368,0.0100170,0.0069511,0.0060412,0.0100533,0.0098594,0.0101574
255.0000000,0.0102054,0.0068724,0.0100126,0.0098988,0.0059835,0.0098617,0.0100882,0.0068567,0.0057276,0.0101249,0.0100944,0.0098980
256.0000000,0.0098905,0.0068304,0.0099169,0.0098918,0.0057722,0.0100473,0.0100415,0.0069310,0.0058347,0.0100502,0.0099839,0.0098696
257.0000000,0.0099833,0.0070296,0.0096889,0.0099681,0.0057464,0.0100400,0.0097909,0.0068535,0.0058505,0.0098433,0.0100278,0.0100420
258.0000000,0.0102261,0.0069958,0.0102921,0.0101335,0.0061076,0.0099350,0.0098072,0.0068149,0.0058910,0.0100068,0.0101775,0.0099557
259.0000000,0.0101507,0.0067328,0.0096335,0.0099780,0.0054924,0.0098119,0.0099823,0.0068342,0.0058502,0.0099429,0.0100336,0.0098514
260.0000000,0.0099630,0.0067926,0.0101578,0.0098049,0.0058712,0.0097315,0.0099093,0.0071137,0.0058114,0.0101138,0.0101469,0.0100549
261.0000000,0.0101958,0.0069298,0.0101298,0.0096532,0.0058250,0.0101619,0.0098362,0.0068861,0.0058869,0.0100577,0.0101222,0.0100203
262.0000000,0.0101064,0.0067577,0.0101779,0.0098963,0.0060498,0.0100975,0.0100221,0.0067144,0.0059148,0.0102369,0.0099437,0.0099976
263.0000000,0.0101701,0.0069863,0.0097169,0.0098879,0.0058952,0.0098364,0.0100255,0.0071246,0.0056550,0.0100021,0.0098723,0.0100121
264.0000000,0.0102409,0.0068375,0.0101632,0.0098941,0.0056818,0.0101071,0.0101848,0.0067706,0.0056214,0.0099479,0.0100787,0.0098844
265.0000000,0.0102555,0.0069595,0.0099046,0.0099368,0.0057770,0.0100927,0.0099257,0.0067017,0.0059034,0.0100349,0.0099844,0.0097838
266.0000000,0.0098773,0.0069255,0.0097564,0.0099298,0.0057619,0.0099868,0.0100150,0.0067384,0.0057120,0.0100874,0.0099819,0.0100334
267.0000000,0.0098856,0.0067398,0.0098213,0.0103407,0.0058746,0.0100048,0.0101918,0.0067222,0.0056003,0.0099317,0.0099495,0.0102426
268.0000000,0.0100900,0.0065105,0.0100816,0.0096649,0.0058842,0.0099243,0.0101418,0.0067509,0.0057223,0.0099472,0.0102784,0.0098672
269.0000000,0.0099658,0.0068736,0.0099481,0.0102359,0.0054814,0.0099384,0.0100467,0.0068747,0.0056517,0.0098625,0.0099083,0.0099874
270.0000000,0.0095383,0.0070547,0.0099886,0.0100190,0.0056460,0.0101953,0.0100775,0.0069080,0.0056478,0.0101268,0.0100962,0.0097071
271.0000000,0.0101571,0.0068986,0.0097808,0.0102549,0.0057087,0.0098698,0.0100751,0.0069685,0.0058124,0.0100625,0.0100065,0.0098844
272.0000000,0.0098210,0.0068166,0.0099776,0.0100548,0.0057613,0.0100403,0.0103109,0.0067072,0.0057301,0.0097715,0.0100579,0.0098113
273.0000000,0.0099665,0.0068811,0.0097787,0.0099312,0.0056999,0.0099568,0.0100297,0.0067268,0.0056656,0.0099681,0.0099239,0.0099701
274.0000000,0.0099084,0.0069536,0.0100218,0.0097608,0.0059373,0.0101697,0.0102383,0.0067047,0.0057418,0.0101634,0.0099178,0.0100987
275.0000000,0.0099584,0.0064668,0.0097172,0.0100591,0.0055675,0.0099745,0.0096879,0.0068386,0.0056197,0.0101515,0.0100286,0.0100057
276.0000000,0.0101046,0.0067999,0.0101449,0.0099078,0.0055430,0.0099046,0.0102582,0.0066984,0.0057848,0.0099431,0.0100872,0.0098150
277.0000000,0.0097395,0.0068070,0.0099570,0.0099048,0.0055360,0.0099696,0.0100459,0.0067824,0.0059393,0.0097739,0.0098991,0.0102134
278.0000000,0.0099638,0.0068386,0.0099428,0.0099181,0.0057158,0.0098685,0.0099660,0.0065158,0.0051156,0.0101908,0.0098974,0.0099615
279.0000000,0.0097806,0.0067632,0.0099374,0.0097706,0.0058376,0.0098571,0.0102923,0.0067560,0.0054703,0.0097160,0.0099958,0.0100938
280.0000000,0.0099608,0.0064887,0.0099159,0.0098673,0.0055621,0.0100833,0.0101705,0.0066920,0.0057002,0.0100067,0.0100352,0.0098844
281.0000000,0.0100507,0.0066259,0.0099945,0.0099572,0.0058328,0.0102859,0.0095291,0.0068492,0.0056998,0.0098768,0.0097104,0.0100731
282.0000000,0.0101566,0.0067690,0.0099585,0.0099605,0.0053254,0.0102371,0.0099627,0.0066615,0.0054409,0.0101664,0.0097057,0.0099887
283.0000000,0.0099748,0.0066890,0.0101923,0.0097012,0.0055646,0.0099550,0.0101463,0.0065863,0.0055398,0.0101618,0.0098011,0.0099215
284.0000000,0.0103835,0.0066012,0.0097635,0.0100037,0.0054496,0.0099291,0.0101175,0.0068509,0.0055910,0.0098597,0.0098962,0.0101368
285.0000000,0.0101509,0.0067291,0.0101098,0.0104015,0.0056224,0.0096968,0.0102091,0.0066074,0.0055729,0.0101448,0.0101368,0.0101838
286.0000000,0.0101967,0.0067152,0.0097653,0.0100660,0.0057918,0.0098437,0.0102003,0.0067886,0.0055236,0.0099922,0.0097776,0.0099632
287.0000000,0.0101222,0.0067764,0.0099672,0.0101346,0.0056193,0.0099002,0.0099169,0.0066094,0.0055309,0.0101872,0.0099210,0.0102477
288.0000000,0.0099727,0.0067514,0.0100462,0.0097636,0.0057380,0.0099370,0.0102139,0.0065633,0.0053749,0.0099330,0.0098686,0.0097545
289.0000000,0.0099399,0.0067005,0.0099309,0.0099855,0.0056492,0.0103117,0.0099593,0.0066034,0.0053389,0.0098253,0.0100597,0.0101219
290.0000000,0.0098744,0.0065578,0.0099763,0.0100630,0.0056035,0.0100106,0.0103592,0.0066094,0.0055161,0.0102297,0.0101421,0.0100498
291.0000000,0.0100163,0.0063571,0.0098383,0.0104403,0.0055851,0.0099864,0.0100313,0.0065120,0.0055430,0.0099585,0.0099250,0.0098957
292.0000000,0.0095550,0.0068133,0.0099031,0.0102241,0.0054448,0.0099756,0.0100676,0.0065445,0.0054662,0.0099685,0.0102310,0.0101064
293.0000000,0.0099386,0.0069801,0.0099363,0.0102478,0.0057044,0.0101169,0.0099968,0.0066046,0.0054536,0.0100587,0.0100193,0.0099824
294.0000000,0.0100068,0.0067960,0.0100262,0.0099313,0.0054389,0.0098331,0.0101658,0.0066782,0.0055295,0.0099437,0.0100486,0.0097904
295.0000000,0.0098022,0.0068606,0.0098944,0.0098856,0.0052853,0.0097653,0.0099148,0.0064605,0.0055274,0.0101029,0.0103047,0.0098442
296.0000000,0.0098508,0.0064947,0.0100454,0.0100222,0.0053292,0.0099626,0.0099272,0.0064847,0.0053811,0.0101250,0.0100708,0.0099815
297.0000000,0.0100724,0.0065097,0.0097450,0.0100323,0.0055126,0.0100442,0.0104148,0.0066310,0.0053445,0.0099867,0.0103201,0.0100884
298.0000000,0.0101026,0.0066671,0.0099519,0.0099035,0.0053852,0.0100437,0.0099861,0.0067922,0.0052168,0.0102465,0.0101481,0.0097655
299.0000000,0.0100585,0.0066199,0.0100945,0.0099178,0.0053732,0.0102954,0.0102688,0.0066761,0.0056315,0.0103414,0.0097664,0.0101579
300.0000000,0.0096707,0.0066816,0.0099547,0.0104054,0.0054640,0.0101077,0.0098772,0.0066794,0.0055623,0.0096803,0.0100751,0.0099996
301.0000000,0.0102905,0.0063605,0.0100259,0.0102333,0.0054182,0.0098211,0.0096746,0.0062512,0.0053184,0.0101418,0.0098808,0.0099335
302.0000000,0.0099769,0.0064850,0.0100334,0.0099459,0.0054988,0.0098579,0.0100773,0.0063366,0.0056779,0.0099143,0.0099192,0.0100982
303.0000000,0.0104638,0.0068389,0.0100080,0.0098090,0.0053620,0.0102760,0.0099152,0.0065990,0.0055602,0.0097729,0.0100682,0.0099781
304.0000000,0.0100054,0.0068922,0.0098037,0.0102816,0.0055415,0.0102637,0.0102318,0.0068661,0.0054639,0.0099639,0.0102433,0.0102140
305.0000000,0.0100928,0.0066131,0.0099192,0.0100016,0.0052908,0.0102311,0.0098087,0.0068437,0.0056124,0.0101288,0.0099259,0.0097543
306.0000000,0.0099448,0.0064183,0.0100269,0.0098680,0.0054564,0.0101328,0.0097191,0.0064915,0.0055542,0.0099163,0.0096617,0.0099257
307.0000000,0.0101074,0.0065672,0.0100747,0.0099043,0.0052861,0.0097921,0.0100188,0.0062951,0.0055934,0.0097469,0.0100302,0.0101763
308.0000000,0.0102698,0.0064945,0.0099128,0.0101163,0.0055875,0.0100509,0.0100423,0.0065523,0.0056383,0.0102152,0.0098590,0.0095399
309.0000000,0.0100853,0.0063884,0.0100818,0.0101779,0.0053455,0.0099990,0.0101219,0.0064122,0.0052647,0.0099963,0.0103408,0.0096972
310.0000000,0.0101642,0.0064243,0.0097452,0.0097942,0.0054142,0.0099446,0.0100028,0.0064043,0.0052274,0.0100615,0.0099255,0.0097532
311.0000000,0.0101126,0.0064245,0.0102959,0.0098267,0.0054020,0.0100473,0.0101561,0.0063869,0.0054375,0.0100144,0.0096356,0.0100581
312.0000000,0.0097635,0.0063699,0.0100061,0.0099830,0.0052790,0.0103040,0.0100343,0.0061452,0.0053526,0.0098344,0.0098350,0.0099793
313.0000000,0.0101077,0.0066309,0.0098650,0.0100466,0.0055533,0.0100699,0.0100135,0.0066176,0.0053130,0.0099108,0.0099722,0.0104600
314.0000000,0.0099094,0.0062126,0.0100570,0.0101149,0.0052580,0.0101756,0.0100811,0.0065228,0.0055376,0.0100455,0.0098610,0.0100211
315.0000000,0.0100870,0.0067697,0.0096986,0.0101636,0.0054525,0.0098858,0.0098994,0.0065171,0.0054619,0.0100212,0.0099516,0.0099542
316.0000000,0.0098647,0.0069582,0.0097833,0.0100591,0.0054269,0.0099050,0.0100830,0.0064231,0.0057021,0.0100970,0.0101350,0.0098846
317.0000000,0.0102141,0.0066489,0.0100805,0.0098657,0.0052195,0.0102965,0.0100696,0.0065711,0.0054806,0.0100817,0.0099245,0.0099214
318.0000000,0.0099301,0.0068452,0.0100294,0.0100761,0.0053825,0.0100508,0.0099502,0.0066613,0.0052013,0.0097164,0.0100807,0.0100584
319.0000000,0.0103277,0.0064413,0.0100732,0.0098597,0.0055195,0.0100985,0.0099827,0.0065627,0.0056210,0.0099857,0.0099443,0.0100265
320.0000000,0.0099600,0.0065181,0.0099869,0.0101345,0.0054587,0.0097854,0.0102422,0.0065957,0.0055745,0.0102275,0.0099720,0.0098975
321.0000000,0.0101435,0.0066800,0.0100096,0.0100318,0.0053524,0.0096982,0.0099770,0.0067475,0.0054624,0.0099516,0.0101465,0.0099568
322.0000000,0.0098166,0.0063218,0.0101802,0.0100133,0.0052750,0.0099606,0.0098804,0.0063439,0.0054766,0.0097291,0.0099854,0.0096233
323.0000000,0.0100410,0.0063743,0.0096852,0.0102762,0.0053919,0.0104331,0.0099465,0.0065315,0.0053181,0.0101178,0.0101965,0.0097024
324.0000000,0.0099019,0.0065734,0.0100626,0.0099266,0.0051705,0.0100840,0.0099399,0.0065297,0.0052602,0.0104590,0.0100990,0.0099315
325.0000000,0.0101021,0.0062912,0.0100294,0.0100275,0.0052687,0.0098882,0.0099795,0.0064724,0.0054296,0.0101277,0.0097648,0.0100733
326.0000000,0.0102332,0.0065072,0.0099564,0.0101193,0.0056700,0.0098622,0.0099085,0.0063083,0.0052419,0.0100531,0.0102255,0.0098469
327.0000000,0.0101822,0.0064416,0.0099097,0.0100872,0.0053034,0.0097397,0.0102776,0.0067634,0.0052447,0.0101540,0.0100544,0.0100592
328.0000000,0.0099216,0.0065277,0.0100910,0.0098872,0.0054578,0.0102059,0.0099753,0.0065226,0.0053639,0.0099238,0.0097993,0.0099838
329.0000000,0.0098351,0.0067613,0.0102378,0.0101050,0.0054761,0.0101275,0.0098172,0.0066762,0.0053720,0.0102214,0.0095152,0.0098788
330.0000000,0.0099590,0.0063535,0.0100529,0.0100469,0.0055356,0.0096626,0.0101576,0.0065885,0.0052269,0.0101413,0.0099000,0.0098767
331.0000000,0.0098547,0.0066732,0.0099992,0.0100851,0.0051748,0.0103499,0.0101441,0.0066157,0.0052339,0.0099823,0.0098184,0.0099638
332.0000000,0.0101690,0.0064535,0.0101591,0.0099710,0.0053409,0.0100006,0.0100492,0.0065435,0.0056445,0.0102323,0.0101074,0.0099688
333.0000000,0.0100649,0.0067094,0.0100027,0.0099981,0.0051748,0.0102191,0.0099075,0.0061145,0.0051554,0.0099712,0.0098828,0.0101928
334.0000000,0.0101015,0.0065771,0.0104463,0.0098413,0.0053217,0.0098809,0.0103439,0.0065204,0.0053983,0.0098235,0.0100715,0.0100137
335.0000000,0.0097961,0.0064873,0.0099762,0.0098748,0.0053359,0.0099200,0.0101791,0.0066287,0.0053667,0.0101196,0.0100561,0.0102377
336.0000000,0.0098668,0.0064570,0.0102085,0.0099366,0.0051863,0.0099409,0.0099314,0.0062271,0.0051874,0.0100888,0.0101511,0.0098077
337.0000000,0.0098681,0.0064403,0.0098852,0.0100556,0.0053002,0.0099356,0.0099993,0.0065572,0.0054213,0.0102115,0.0099416,0.0100220
338.0000000,0.0100617,0.0065485,0.0099297,0.0101635,0.0053358,0.0097247,0.0101381,0.0066170,0.0051636,0.0099000,0.0099303,0.0099243
339.0000000,0.0100669,0.0063992,0.0098897,0.0100877,0.0052156,0.0100921,0.0101196,0.0064684,0.0050595,0.0097237,0.0099571,0.0101618
340.0000000,0.0096814,0.0065304,0.0099667,0.0099137,0.0051902,0.0099720,0.0100416,0.0066016,0.0052144,0.0102390,0.0099548,0.0099433
341.0000000,0.0102033,0.0065261,0.0099941,0.0099853,0.0051227,0.0099423,0.0098795,0.0065867,0.0052749,0.0098719,0.0097425,0.0098666
342.0000000,0.0103051,0.0063512,0.0100410,0.0101842,0.0052764,0.0100024,0.0098296,0.0062887,0.0050877,0.0103487,0.0098727,0.0098618
343.0000000,0.0097425,0.0063856,0.0099461,0.0098632,0.0051212,0.0099012,0.0101224,0.0064153,0.0051283,0.0099878,0.0098353,0.0099177
344.0000000,0.0098802,0.0065405,0.0101320,0.0099470,0.0053567,0.0099676,0.0099279,0.0064843,0.0053677,0.0099657,0.0102569,0.0097460
345.0000000,0.0101263,0.0064513,0.0102494,0.0099057,0.0053136,0.0102088,0.0103674,0.0065518,0.0051871,0.0100854,0.0100704,0.0099988
346.0000000,0.0098978,0.0063451,0.0100221,0.0101369,0.0054494,0.0100532,0.0102218,0.0066013,0.0050677,0.0098828,0.0099457,0.0099891
347.0000000,0.0099580,0.0064158,0.0099040,0.0102881,0.0050703,0.0099255,0.0098256,0.0062007,0.0051038,0.0100472,0.0100830,0.0100190
348.0000000,0.0099822,0.0065858,0.0101213,0.0098643,0.0051286,0.0101208,0.0097399,0.0063988,0.0052241,0.0098381,0.0100822,0.0099486
349.0000000,0.0097398,0.0062984,0.0100400,0.0096018,0.0053368,0.0098869,0.0099835,0.0066765,0.0052755,0.0096641,0.0099418,0.0100636
350.0000000,0.0099278,0.0062642,0.0099854,0.0101294,0.0052529,0.0100750,0.0100203,0.0062762,0.0051791,0.0098102,0.0102750,0.0098758
351.0000000,0.0098276,0.0064346,0.0101672,0.0099841,0.0052557,0.0101265,0.0102415,0.0064360,0.0053773,0.0101358,0.0100648,0.0098109
352.0000000,0.0099564,0.0064081,0.0100636,0.0097680,0.0052781,0.0100991,0.0100933,0.0065908,0.0053269,0.0096667,0.0102237,0.0100452
353.0000000,0.0100140,0.0064691,0.0102224,0.0101941,0.0051590,0.0101345,0.0101658,0.0063736,0.0052784,0.0099586,0.0098641,0.0101580
354.0000000,0.0100532,0.0064631,0.0099393,0.0103142,0.0051394,0.0100900,0.0102563,0.0064857,0.0050515,0.0100661,0.0098475,0.0100633
